Date,O,H,L,C,50_MA
2025-01-28 11:20:00,1.04352,1.04368,1.04337,1.0434,1.0435338
2025-01-28 11:25:00,1.04341,1.04422,1.04341,1.04415,1.0435438000000001
2025-01-28 11:30:00,1.04411,1.04443,1.04411,1.04424,1.0435557999999998
2025-01-28 11:35:00,1.04421,1.04436,1.04398,1.0441,1.0435622
2025-01-28 11:40:00,1.0441,1.04427,1.04405,1.04406,1.043566
2025-01-28 11:45:00,1.04406,1.04413,1.04344,1.0436,1.0435628
2025-01-28 11:50:00,1.04361,1.04368,1.04322,1.04341,1.0435566
2025-01-28 11:55:00,1.04341,1.0436,1.04323,1.0435,1.0435526
2025-01-28 12:00:00,1.04346,1.0437,1.04319,1.04348,1.043546
2025-01-28 12:05:00,1.04345,1.04359,1.04316,1.04338,1.043541
2025-01-28 12:10:00,1.04339,1.04366,1.04328,1.04344,1.0435292
2025-01-28 12:15:00,1.04344,1.04367,1.04304,1.04308,1.0435088000000001
2025-01-28 12:20:00,1.04307,1.0432,1.04294,1.04315,1.0434868
2025-01-28 12:25:00,1.04314,1.04338,1.04302,1.04315,1.0434636
2025-01-28 12:30:00,1.04314,1.04335,1.04302,1.04331,1.0434474
2025-01-28 12:35:00,1.04334,1.04349,1.04326,1.04336,1.0434298
2025-01-28 12:40:00,1.04335,1.0435699999999999,1.04317,1.04342,1.0434139999999998
2025-01-28 12:45:00,1.04342,1.04342,1.04299,1.04302,1.0433941999999998
2025-01-28 12:50:00,1.04303,1.04315,1.04249,1.0426,1.0433706
2025-01-28 12:55:00,1.04259,1.0427,1.04249,1.04249,1.0433468
2025-01-28 13:00:00,1.04245,1.04269,1.0424,1.0426,1.0433284
2025-01-28 13:05:00,1.04261,1.04311,1.0426,1.04306,1.0433146
2025-01-28 13:10:00,1.04304,1.04325,1.04294,1.04321,1.0433088
2025-01-28 13:15:00,1.04321,1.04321,1.04276,1.04286,1.0432866
2025-01-28 13:20:00,1.04282,1.04298,1.04276,1.04286,1.0432636
2025-01-28 13:25:00,1.04285,1.0429599999999999,1.04272,1.04277,1.0432401999999998
2025-01-28 13:30:00,1.04277,1.04294,1.04262,1.04262,1.0432138
2025-01-28 13:35:00,1.04262,1.04264,1.04232,1.04245,1.0431802000000001
2025-01-28 13:40:00,1.04245,1.04281,1.04245,1.04258,1.0431565999999999
2025-01-28 13:45:00,1.04257,1.04261,1.04226,1.04257,1.0431446
2025-01-28 13:50:00,1.04257,1.04276,1.04227,1.0427,1.0431362
2025-01-28 13:55:00,1.04267,1.04271,1.04225,1.04233,1.0431176
2025-01-28 14:00:00,1.04232,1.04242,1.04155,1.04175,1.0430898
2025-01-28 14:05:00,1.0417399999999999,1.04195,1.04138,1.04159,1.0430528
2025-01-28 14:10:00,1.04159,1.04215,1.04158,1.04192,1.0430268
2025-01-28 14:15:00,1.0419100000000001,1.04195,1.04144,1.04158,1.0429945999999999
2025-01-28 14:20:00,1.04158,1.04208,1.04154,1.04189,1.0429723999999998
2025-01-28 14:25:00,1.04189,1.04209,1.04186,1.042,1.0429473999999999
2025-01-28 14:30:00,1.042,1.04215,1.0417399999999999,1.04213,1.0429287999999999
2025-01-28 14:35:00,1.04211,1.04224,1.04187,1.04205,1.0429135999999999
2025-01-28 14:40:00,1.04202,1.04229,1.04187,1.04226,1.0428988
2025-01-28 14:45:00,1.04227,1.04238,1.04205,1.04226,1.0428811999999998
2025-01-28 14:50:00,1.04226,1.04255,1.04217,1.04218,1.0428588
2025-01-28 14:55:00,1.04216,1.0423499999999999,1.0417,1.04201,1.0428396
2025-01-28 15:00:00,1.04198,1.04217,1.04185,1.04196,1.042829
2025-01-28 15:05:00,1.04196,1.04217,1.04172,1.04211,1.042821
2025-01-28 15:10:00,1.04215,1.04239,1.04205,1.0423,1.0428162
2025-01-28 15:15:00,1.04232,1.04265,1.04229,1.0423,1.0428001999999998
2025-01-28 15:20:00,1.04232,1.04282,1.04232,1.04278,1.0427906
2025-01-28 15:25:00,1.04278,1.04278,1.0425200000000001,1.0425200000000001,1.0427708
2025-01-28 15:30:00,1.04251,1.04311,1.04247,1.04282,1.0427591999999999
2025-01-28 15:35:00,1.04281,1.04281,1.0424,1.04251,1.0427264
2025-01-28 15:40:00,1.0425200000000001,1.04295,1.0424,1.04292,1.0427000000000002
2025-01-28 15:45:00,1.04293,1.04303,1.04219,1.04225,1.0426630000000001
2025-01-28 15:50:00,1.04224,1.04249,1.04207,1.04242,1.0426302
2025-01-28 15:55:00,1.0424,1.0427,1.0423499999999999,1.04249,1.042608
2025-01-28 16:00:00,1.04246,1.04297,1.04245,1.04253,1.0425904
2025-01-28 16:05:00,1.04253,1.04295,1.0424,1.0425200000000001,1.0425708
2025-01-28 16:10:00,1.04255,1.04299,1.04251,1.04291,1.0425594
2025-01-28 16:15:00,1.0429,1.04314,1.04283,1.0431,1.0425538
2025-01-28 16:20:00,1.04312,1.0434,1.04311,1.04327,1.0425504
2025-01-28 16:25:00,1.0433,1.04346,1.04314,1.04321,1.0425529999999998
2025-01-28 16:30:00,1.04321,1.04375,1.0431,1.04356,1.0425612
2025-01-28 16:35:00,1.04358,1.04409,1.04353,1.04368,1.0425718
2025-01-28 16:40:00,1.04372,1.04382,1.04326,1.04326,1.0425708
2025-01-28 16:45:00,1.04327,1.0434,1.04291,1.04332,1.04257
2025-01-28 16:50:00,1.04332,1.04332,1.04283,1.043,1.0425616
2025-01-28 16:55:00,1.04302,1.04327,1.04297,1.04315,1.0425642000000002
2025-01-28 17:00:00,1.04311,1.04365,1.04311,1.0436,1.0425842
2025-01-28 17:05:00,1.0436,1.04383,1.04351,1.04375,1.0426094000000001
2025-01-28 17:10:00,1.04371,1.04376,1.04332,1.04371,1.0426316
2025-01-28 17:15:00,1.0437400000000001,1.04376,1.04334,1.04341,1.0426385999999999
2025-01-28 17:20:00,1.04342,1.0437400000000001,1.04334,1.0437,1.0426484
2025-01-28 17:25:00,1.04372,1.04377,1.04325,1.04372,1.0426656
2025-01-28 17:30:00,1.04367,1.04394,1.04356,1.0437400000000001,1.0426832
2025-01-28 17:35:00,1.04371,1.04382,1.04347,1.04381,1.042704
2025-01-28 17:40:00,1.0438,1.04381,1.04305,1.0431,1.0427136
2025-01-28 17:45:00,1.04309,1.04322,1.04286,1.04312,1.042727
2025-01-28 17:50:00,1.0431300000000001,1.04321,1.04239,1.04246,1.0427246
2025-01-28 17:55:00,1.04245,1.04258,1.04211,1.0424,1.0427212
2025-01-28 18:00:00,1.04241,1.04291,1.04237,1.04272,1.0427216
2025-01-28 18:05:00,1.04272,1.04311,1.04267,1.0431,1.042737
2025-01-28 18:10:00,1.04308,1.04327,1.04285,1.04286,1.0427591999999999
2025-01-28 18:15:00,1.04286,1.04304,1.04273,1.04281,1.0427836
2025-01-28 18:20:00,1.04276,1.0429,1.0426,1.04283,1.0428018000000001
2025-01-28 18:25:00,1.04282,1.04298,1.0426,1.04271,1.0428244
2025-01-28 18:30:00,1.0427,1.04279,1.04239,1.0425,1.0428366
2025-01-28 18:35:00,1.04251,1.04293,1.0423499999999999,1.04285,1.0428536
2025-01-28 18:40:00,1.04284,1.04305,1.04225,1.04239,1.0428588
2025-01-28 18:45:00,1.04242,1.04268,1.04242,1.0425200000000001,1.0428682
2025-01-28 18:50:00,1.04251,1.04261,1.04225,1.04241,1.0428712
2025-01-28 18:55:00,1.04246,1.04262,1.0423,1.0426,1.042878
2025-01-28 19:00:00,1.0426,1.04277,1.04249,1.04254,1.0428852
2025-01-28 19:05:00,1.04254,1.04287,1.04246,1.04286,1.0429022000000001
2025-01-28 19:10:00,1.04279,1.04287,1.04267,1.04267,1.0429164
2025-01-28 19:15:00,1.04267,1.04276,1.04251,1.04263,1.0429267999999998
2025-01-28 19:20:00,1.04263,1.04287,1.0425200000000001,1.04272,1.0429352
2025-01-28 19:25:00,1.04272,1.04297,1.04271,1.04273,1.0429438
2025-01-28 19:30:00,1.04272,1.04281,1.04257,1.04276,1.0429434
2025-01-28 19:35:00,1.04276,1.04322,1.04276,1.04321,1.0429572
2025-01-28 19:40:00,1.04323,1.04343,1.04304,1.04306,1.042962
2025-01-28 19:45:00,1.04307,1.04322,1.043,1.04307,1.0429732
2025-01-28 19:50:00,1.04307,1.0432,1.04297,1.04305,1.0429758
2025-01-28 19:55:00,1.04306,1.04311,1.04268,1.04278,1.0429864
2025-01-28 20:00:00,1.0428,1.04299,1.04265,1.04295,1.042997
2025-01-28 20:05:00,1.04295,1.04299,1.04279,1.04288,1.0430048
2025-01-28 20:10:00,1.04288,1.04297,1.04273,1.04285,1.0430112
2025-01-28 20:15:00,1.04288,1.043,1.04284,1.0429599999999999,1.0430199999999998
2025-01-28 20:20:00,1.04295,1.04332,1.04293,1.04326,1.043027
2025-01-28 20:25:00,1.04324,1.0436,1.04317,1.04347,1.0430344
2025-01-28 20:30:00,1.04346,1.04381,1.04346,1.04371,1.0430431999999998
2025-01-28 20:35:00,1.04371,1.04372,1.04273,1.04297,1.0430384000000001
2025-01-28 20:40:00,1.04297,1.04298,1.04251,1.04253,1.0430178
2025-01-28 20:45:00,1.04253,1.04277,1.0423499999999999,1.04273,1.0429988000000001
2025-01-28 20:50:00,1.04273,1.04275,1.04253,1.04257,1.0429849999999998
2025-01-28 20:55:00,1.04256,1.04277,1.04247,1.04264,1.0429713999999999
2025-01-28 21:00:00,1.04263,1.04291,1.04245,1.04286,1.0429686
2025-01-28 21:05:00,1.04287,1.0429,1.04241,1.04242,1.042954
2025-01-28 21:10:00,1.0424,1.04256,1.04233,1.04237,1.0429294
2025-01-28 21:15:00,1.04237,1.0426,1.04225,1.04258,1.0429059999999999
2025-01-28 21:20:00,1.04258,1.0426,1.04236,1.0424,1.0428798000000001
2025-01-28 21:25:00,1.04239,1.04275,1.04239,1.04271,1.0428658
2025-01-28 21:30:00,1.04268,1.04298,1.04267,1.04289,1.0428496
2025-01-28 21:35:00,1.04287,1.04305,1.04287,1.04305,1.0428362
2025-01-28 21:40:00,1.04307,1.04323,1.04307,1.0432,1.0428254
2025-01-28 21:45:00,1.04321,1.04346,1.04321,1.04346,1.0428184
2025-01-28 21:50:00,1.04345,1.04365,1.04336,1.04356,1.0428276
2025-01-28 21:55:00,1.04355,1.04366,1.04348,1.0435,1.0428351999999999
2025-01-28 22:00:00,1.0435,1.0435,1.04308,1.04308,1.0428476
2025-01-28 22:05:00,1.04309,1.04335,1.04294,1.0433,1.0428656
2025-01-28 22:10:00,1.04328,1.04334,1.04307,1.04326,1.0428764
2025-01-28 22:15:00,1.04322,1.04342,1.04319,1.04341,1.0428826
2025-01-28 22:20:00,1.04341,1.0435,1.04327,1.04346,1.0428946
2025-01-28 22:25:00,1.04346,1.04353,1.04328,1.04332,1.0429048
2025-01-28 22:30:00,1.04331,1.0434,1.04327,1.04329,1.042914
2025-01-28 22:35:00,1.04328,1.0433,1.04311,1.04316,1.042923
2025-01-28 22:40:00,1.04317,1.04324,1.04314,1.0432,1.042937
2025-01-28 22:45:00,1.0432,1.0433,1.043,1.0433,1.042946
2025-01-28 22:50:00,1.04324,1.04334,1.04316,1.04317,1.0429616
2025-01-28 22:55:00,1.04317,1.04328,1.04309,1.04316,1.0429744
2025-01-28 23:00:00,1.04314,1.04323,1.04308,1.0432,1.0429902
2025-01-28 23:05:00,1.04319,1.04335,1.04319,1.04333,1.0430047999999998
2025-01-28 23:10:00,1.04333,1.04336,1.04328,1.0433,1.04302
2025-01-28 23:15:00,1.04329,1.04339,1.04326,1.04339,1.0430306
2025-01-28 23:20:00,1.04335,1.04335,1.04315,1.04324,1.043042
2025-01-28 23:25:00,1.04323,1.04324,1.04303,1.04305,1.0430504
2025-01-28 23:30:00,1.04304,1.04311,1.04298,1.04305,1.0430570000000001
2025-01-28 23:35:00,1.04304,1.04307,1.04302,1.04304,1.0430632
2025-01-28 23:40:00,1.04304,1.04306,1.04301,1.04306,1.0430692
2025-01-28 23:45:00,1.04306,1.04309,1.04301,1.04302,1.0430654
2025-01-28 23:50:00,1.04301,1.04306,1.04301,1.04306,1.0430654
2025-01-28 23:55:00,1.04292,1.04305,1.04283,1.04287,1.0430614
2025-01-29 00:00:00,1.04238,1.043,1.04236,1.04259,1.0430522
2025-01-29 00:05:00,1.04262,1.04274,1.04259,1.04259,1.0430484
2025-01-29 00:10:00,1.04265,1.04277,1.04259,1.04268,1.043043
2025-01-29 00:15:00,1.04265,1.04278,1.0426,1.04266,1.0430386
2025-01-29 00:20:00,1.04271,1.04273,1.04247,1.04273,1.0430362000000002
2025-01-29 00:25:00,1.04281,1.04281,1.0426,1.0428,1.043033
2025-01-29 00:30:00,1.0428,1.0428,1.04276,1.0428,1.0430238
2025-01-29 00:35:00,1.04279,1.04282,1.04278,1.04282,1.0430108
2025-01-29 00:40:00,1.04282,1.04282,1.04274,1.0428,1.0429926
2025-01-29 00:45:00,1.04278,1.04281,1.04273,1.04278,1.0429888
2025-01-29 00:50:00,1.04278,1.04282,1.04263,1.0428,1.0429941999999999
2025-01-29 00:55:00,1.0428,1.04283,1.04266,1.04282,1.042996
2025-01-29 01:00:00,1.04277,1.0429599999999999,1.04269,1.04288,1.0430022
2025-01-29 01:05:00,1.04287,1.04288,1.04274,1.04282,1.0430058000000002
2025-01-29 01:10:00,1.04277,1.04277,1.04265,1.04271,1.0430028
2025-01-29 01:15:00,1.04272,1.04281,1.04271,1.0428,1.0430104
2025-01-29 01:20:00,1.04277,1.04283,1.04276,1.04281,1.0430192
2025-01-29 01:25:00,1.04281,1.04297,1.04276,1.0429599999999999,1.0430268
2025-01-29 01:30:00,1.04297,1.043,1.04289,1.04292,1.0430371999999999
2025-01-29 01:35:00,1.04291,1.04292,1.04278,1.04281,1.0430392
2025-01-29 01:40:00,1.04281,1.04284,1.04277,1.04279,1.0430371999999999
2025-01-29 01:45:00,1.04279,1.04282,1.04275,1.0428,1.0430321999999999
2025-01-29 01:50:00,1.04279,1.04289,1.04274,1.04288,1.0430258000000001
2025-01-29 01:55:00,1.04289,1.0429599999999999,1.0427,1.04272,1.043011
2025-01-29 02:00:00,1.04273,1.0432,1.04269,1.04315,1.0430028
2025-01-29 02:05:00,1.04316,1.0434,1.04315,1.04338,1.0430004000000002
2025-01-29 02:10:00,1.04339,1.04339,1.04325,1.04335,1.0430058
2025-01-29 02:15:00,1.04335,1.04342,1.0432,1.0432,1.0430038
2025-01-29 02:20:00,1.04318,1.04327,1.04309,1.04324,1.0430034000000001
2025-01-29 02:25:00,1.04324,1.04336,1.04319,1.04319,1.042999
2025-01-29 02:30:00,1.0429599999999999,1.04315,1.04287,1.04301,1.04299
2025-01-29 02:35:00,1.04302,1.04309,1.04292,1.04306,1.0429848
2025-01-29 02:40:00,1.04306,1.04328,1.04306,1.04322,1.0429834
2025-01-29 02:45:00,1.04324,1.04333,1.04311,1.04312,1.0429826
2025-01-29 02:50:00,1.04314,1.04323,1.04286,1.04311,1.0429808
2025-01-29 02:55:00,1.04314,1.04315,1.0429599999999999,1.04303,1.0429754
2025-01-29 03:00:00,1.04304,1.0432,1.04304,1.04312,1.0429743999999999
2025-01-29 03:05:00,1.04312,1.04318,1.04295,1.04299,1.042971
2025-01-29 03:10:00,1.043,1.04315,1.04299,1.04315,1.04297
2025-01-29 03:15:00,1.04316,1.04332,1.04297,1.04305,1.0429644
2025-01-29 03:20:00,1.04305,1.04321,1.04304,1.04315,1.0429614
2025-01-29 03:25:00,1.04315,1.04341,1.04314,1.04325,1.0429586
2025-01-29 03:30:00,1.04326,1.04334,1.0431300000000001,1.04317,1.0429572
2025-01-29 03:35:00,1.04316,1.04323,1.0431,1.0432,1.0429602
2025-01-29 03:40:00,1.0432,1.0432,1.04294,1.04306,1.0429604
2025-01-29 03:45:00,1.04304,1.0431300000000001,1.04295,1.04303,1.0429602
2025-01-29 03:50:00,1.04302,1.04314,1.0429,1.0429,1.0429570000000001
2025-01-29 03:55:00,1.04292,1.04295,1.04271,1.04272,1.042951
2025-01-29 04:00:00,1.04268,1.0429,1.04258,1.0429,1.0429478
2025-01-29 04:05:00,1.0429,1.04307,1.04289,1.04298,1.04295
2025-01-29 04:10:00,1.04297,1.04324,1.04297,1.04315,1.0429612
2025-01-29 04:15:00,1.04316,1.04321,1.04297,1.04304,1.0429702
2025-01-29 04:20:00,1.04304,1.04315,1.0429599999999999,1.04298,1.0429762
2025-01-29 04:25:00,1.04299,1.04301,1.04289,1.04299,1.0429827999999999
2025-01-29 04:30:00,1.04298,1.04319,1.04291,1.04309,1.0429899999999999
2025-01-29 04:35:00,1.04309,1.04323,1.04305,1.04321,1.0429982
2025-01-29 04:40:00,1.04322,1.04341,1.04315,1.04316,1.0430054
2025-01-29 04:45:00,1.04316,1.04344,1.04314,1.04328,1.0430146
2025-01-29 04:50:00,1.04326,1.04355,1.04326,1.04349,1.0430284
2025-01-29 04:55:00,1.04349,1.04354,1.04336,1.04337,1.0430401999999999
2025-01-29 05:00:00,1.04338,1.04344,1.0433,1.0434,1.0430522
2025-01-29 05:05:00,1.04339,1.04344,1.04325,1.04328,1.0430614
2025-01-29 05:10:00,1.04327,1.04351,1.04325,1.04349,1.0430735999999998
2025-01-29 05:15:00,1.04348,1.04349,1.0433,1.04332,1.0430835999999999
2025-01-29 05:20:00,1.04329,1.04349,1.04312,1.04348,1.043099
2025-01-29 05:25:00,1.04349,1.04365,1.04337,1.04359,1.0431148000000001
2025-01-29 05:30:00,1.04359,1.04359,1.04342,1.04351,1.0431288
2025-01-29 05:35:00,1.04352,1.04369,1.04352,1.04359,1.0431414
2025-01-29 05:40:00,1.0436,1.04373,1.0436,1.04367,1.0431564
2025-01-29 05:45:00,1.04368,1.04384,1.04366,1.04366,1.0431734
2025-01-29 05:50:00,1.04364,1.0438,1.04362,1.04378,1.0431932000000002
2025-01-29 05:55:00,1.04378,1.04389,1.04371,1.04373,1.0432118
2025-01-29 06:00:00,1.04373,1.044,1.04373,1.04399,1.043234
2025-01-29 06:05:00,1.04398,1.04404,1.04383,1.04402,1.04326
2025-01-29 06:10:00,1.04402,1.04419,1.04397,1.04409,1.0432788
2025-01-29 06:15:00,1.0441,1.04424,1.04409,1.04424,1.043296
2025-01-29 06:20:00,1.04423,1.04424,1.04396,1.04396,1.0433082
2025-01-29 06:25:00,1.04395,1.044,1.04388,1.04398,1.0433238
2025-01-29 06:30:00,1.04398,1.04404,1.04393,1.04404,1.0433398
2025-01-29 06:35:00,1.04405,1.04412,1.044,1.04405,1.043357
2025-01-29 06:40:00,1.04405,1.04405,1.04375,1.0438,1.0433728
2025-01-29 06:45:00,1.0438,1.04395,1.04379,1.04388,1.0433892
2025-01-29 06:50:00,1.04389,1.044,1.04386,1.04386,1.043402
2025-01-29 06:55:00,1.04387,1.04388,1.04375,1.04385,1.0434166
2025-01-29 07:00:00,1.04384,1.04389,1.0437,1.04383,1.043431
2025-01-29 07:05:00,1.04383,1.0439,1.04377,1.04382,1.0434468000000001
2025-01-29 07:10:00,1.04383,1.04394,1.04383,1.04392,1.0434628000000001
2025-01-29 07:15:00,1.04392,1.04399,1.04383,1.04398,1.0434826
2025-01-29 07:20:00,1.04398,1.04407,1.04396,1.04403,1.0435002
2025-01-29 07:25:00,1.04403,1.04406,1.04388,1.04393,1.0435178
2025-01-29 07:30:00,1.04392,1.04392,1.04372,1.04386,1.043532
2025-01-29 07:35:00,1.04385,1.04389,1.0437400000000001,1.04375,1.043542
2025-01-29 07:40:00,1.04375,1.04376,1.0435699999999999,1.04358,1.0435501999999999
2025-01-29 07:45:00,1.0435699999999999,1.04379,1.04354,1.04377,1.0435616
2025-01-29 07:50:00,1.04379,1.04383,1.04375,1.04378,1.043576
2025-01-29 07:55:00,1.04377,1.04402,1.04375,1.04401,1.0435956
2025-01-29 08:00:00,1.04407,1.04434,1.04407,1.0443,1.0436235999999999
2025-01-29 08:05:00,1.04429,1.04431,1.04388,1.04388,1.0436468
2025-01-29 08:10:00,1.04389,1.0441,1.04384,1.04409,1.0436706
2025-01-29 08:15:00,1.04409,1.04423,1.04399,1.04423,1.0436956
2025-01-29 08:20:00,1.04423,1.04424,1.04409,1.0442,1.0437166
2025-01-29 08:25:00,1.04419,1.0443,1.04408,1.04412,1.0437382
2025-01-29 08:30:00,1.04412,1.04415,1.04398,1.04409,1.0437603999999998
2025-01-29 08:35:00,1.04409,1.04423,1.04403,1.04423,1.0437852
2025-01-29 08:40:00,1.04423,1.0443500000000001,1.04417,1.04423,1.043808
2025-01-29 08:45:00,1.04423,1.04424,1.04405,1.04413,1.0438264
2025-01-29 08:50:00,1.04412,1.0441799999999999,1.04391,1.04393,1.0438418
2025-01-29 08:55:00,1.04393,1.04411,1.04364,1.04372,1.0438505999999999
2025-01-29 09:00:00,1.04371,1.04377,1.04349,1.04354,1.0438516
2025-01-29 09:05:00,1.04352,1.0435699999999999,1.04329,1.0433,1.0438502
2025-01-29 09:10:00,1.04328,1.0435,1.04325,1.04339,1.04385
2025-01-29 09:15:00,1.04339,1.0435,1.04319,1.04332,1.0438508
2025-01-29 09:20:00,1.04333,1.04345,1.04263,1.04263,1.0438336000000001
2025-01-29 09:25:00,1.04266,1.0427,1.04181,1.04215,1.0438102
2025-01-29 09:30:00,1.04215,1.04223,1.04184,1.04203,1.0437812
2025-01-29 09:35:00,1.04198,1.0423,1.04196,1.04217,1.0437527999999998
2025-01-29 09:40:00,1.04215,1.04226,1.04183,1.04183,1.0437192
2025-01-29 09:45:00,1.04184,1.04212,1.04149,1.04155,1.0436784000000001
2025-01-29 09:50:00,1.04155,1.04184,1.04149,1.04154,1.0436358
2025-01-29 09:55:00,1.04154,1.04172,1.04131,1.04159,1.0435944
2025-01-29 10:00:00,1.04169,1.04206,1.04169,1.04178,1.0435544
2025-01-29 10:05:00,1.04179,1.0424,1.04179,1.04233,1.0435264000000002
2025-01-29 10:10:00,1.04233,1.04266,1.04233,1.04239,1.0434944
2025-01-29 10:15:00,1.04239,1.04295,1.04228,1.04277,1.0434694
2025-01-29 10:20:00,1.04278,1.04281,1.04243,1.04245,1.0434366
2025-01-29 10:25:00,1.04243,1.04257,1.04233,1.04254,1.0434026
2025-01-29 10:30:00,1.04255,1.0427,1.0425,1.0426,1.0433754
2025-01-29 10:35:00,1.04261,1.04291,1.04253,1.04283,1.0433524
2025-01-29 10:40:00,1.04282,1.04304,1.04257,1.04271,1.0433257999999999
2025-01-29 10:45:00,1.04273,1.04291,1.04255,1.04258,1.0432964
2025-01-29 10:50:00,1.04261,1.04266,1.0422,1.0423499999999999,1.0432674
2025-01-29 10:55:00,1.04234,1.04254,1.0423,1.04241,1.043238
2025-01-29 11:00:00,1.04238,1.04245,1.04145,1.04145,1.0431898
2025-01-29 11:05:00,1.04145,1.04145,1.0409,1.04123,1.0431374
2025-01-29 11:10:00,1.04124,1.04141,1.04096,1.04126,1.043086
2025-01-29 11:15:00,1.04131,1.04147,1.0413000000000001,1.04142,1.043038
2025-01-29 11:20:00,1.04142,1.04153,1.04107,1.04121,1.0429838
2025-01-29 11:25:00,1.04121,1.04145,1.04116,1.04137,1.0429316
2025-01-29 11:30:00,1.04138,1.04169,1.04136,1.04163,1.0428836
2025-01-29 11:35:00,1.04152,1.04185,1.04152,1.0417,1.0428389999999998
2025-01-29 11:40:00,1.04168,1.04168,1.04109,1.0414,1.0427898
2025-01-29 11:45:00,1.04142,1.04143,1.04087,1.04104,1.0427356
2025-01-29 11:50:00,1.04105,1.04116,1.0406,1.04065,1.042677
2025-01-29 11:55:00,1.04064,1.04067,1.0402,1.04038,1.0426092
2025-01-29 12:00:00,1.04036,1.04056,1.04025,1.04044,1.0425423999999999
2025-01-29 12:05:00,1.04042,1.04042,1.03991,1.04023,1.0424668
2025-01-29 12:10:00,1.04026,1.04029,1.03969,1.03984,1.0423776
2025-01-29 12:15:00,1.03981,1.04008,1.03946,1.03985,1.042297
2025-01-29 12:20:00,1.03985,1.04033,1.03985,1.04018,1.0422188
2025-01-29 12:25:00,1.04018,1.04044,1.04013,1.04043,1.0421428
2025-01-29 12:30:00,1.04043,1.04083,1.04035,1.04074,1.0420736
2025-01-29 12:35:00,1.04075,1.04075,1.04025,1.04025,1.0419962
2025-01-29 12:40:00,1.04027,1.04042,1.03999,1.04018,1.041918
2025-01-29 12:45:00,1.04017,1.04025,1.0399,1.04015,1.0418364
2025-01-29 12:50:00,1.04013,1.04023,1.03985,1.04005,1.0417528
2025-01-29 12:55:00,1.04006,1.04048,1.04003,1.04035,1.0416772
2025-01-29 13:00:00,1.04036,1.04043,1.04016,1.04038,1.0416062
2025-01-29 13:05:00,1.04036,1.04048,1.04027,1.04039,1.0415396
2025-01-29 13:10:00,1.04037,1.04073,1.04036,1.04072,1.0414832
2025-01-29 13:15:00,1.04074,1.04074,1.04031,1.04052,1.0414276
2025-01-29 13:20:00,1.04051,1.04068,1.0404,1.04044,1.0413686
2025-01-29 13:25:00,1.04044,1.04069,1.04043,1.04057,1.0413136
2025-01-29 13:30:00,1.04057,1.04081,1.04048,1.04052,1.0412714
